timestamp,umidade,temperatura
2025-03-25 11:55:42,23.0,49.8
2025-03-25 11:55:44,43.0,29.8
2025-03-25 11:55:46,43.0,29.8
2025-03-25 11:55:48,43.0,29.8
2025-03-25 11:55:50,43.0,29.8
2025-03-25 11:55:52,43.0,29.8
2025-03-25 11:55:54,43.0,29.8
2025-03-25 11:55:56,43.0,29.8
2025-03-25 11:55:58,43.0,29.8
2025-03-25 11:56:00,43.0,29.8
2025-03-25 11:56:02,43.0,29.8
2025-03-25 11:56:04,43.0,29.8
2025-03-25 11:56:06,43.0,29.8
2025-03-25 11:56:08,43.0,29.8
2025-03-25 11:56:10,50.0,29.8
